Configuración utilizada:
Operador de selección: Por Torneo con tamaño de torneo: 2 individuos
Operador de cruce: Cruce de Orden
Operador de mutación: Mutación por Inversión. Probabilidad: 0.4
Selector de sobrevivientes: Steady State con reemplazo de 175
Fitness mejor solución:    5627.0
Costo promedio (Población): 5845,68
Tiempo total de ejecución: 1488.0 ms
Tiempo promedio por generación: 1,49 ms

Evolución del Fitness en el tiempoMejor fitness en iteración 1: 11842.0 Diferencia: -16294.0
Mejor fitness en iteración 2: 11792.0 Diferencia: -11156.0
Mejor fitness en iteración 3: 6434.0 Diferencia: -16285.0
Mejor fitness en iteración 4: 6303.0 Diferencia: -16225.0
Mejor fitness en iteración 5: 6250.0 Diferencia: -16062.0
Mejor fitness en iteración 6: 6177.0 Diferencia: -11135.0
Mejor fitness en iteración 7: 6177.0 Diferencia: -10920.0
Mejor fitness en iteración 8: 6177.0 Diferencia: -5774.0
Mejor fitness en iteración 9: 6138.0 Diferencia: -5742.0
Mejor fitness en iteración 10: 6136.0 Diferencia: -5606.0
Mejor fitness en iteración 11: 6062.0 Diferencia: -5521.0
Mejor fitness en iteración 12: 6062.0 Diferencia: -5531.0
Mejor fitness en iteración 13: 6062.0 Diferencia: -5515.0
Mejor fitness en iteración 14: 6046.0 Diferencia: -5558.0
Mejor fitness en iteración 15: 6040.0 Diferencia: -5545.0
Mejor fitness en iteración 16: 5993.0 Diferencia: -5568.0
Mejor fitness en iteración 17: 5993.0 Diferencia: -5516.0
Mejor fitness en iteración 18: 5993.0 Diferencia: -5534.0
Mejor fitness en iteración 19: 5971.0 Diferencia: -5521.0
Mejor fitness en iteración 20: 5971.0 Diferencia: -5450.0
Mejor fitness en iteración 21: 5968.0 Diferencia: -5495.0
Mejor fitness en iteración 22: 5958.0 Diferencia: -5520.0
Mejor fitness en iteración 23: 5946.0 Diferencia: -5584.0
Mejor fitness en iteración 24: 5929.0 Diferencia: -5503.0
Mejor fitness en iteración 25: 5944.0 Diferencia: -5518.0
Mejor fitness en iteración 26: 5944.0 Diferencia: -5508.0
Mejor fitness en iteración 27: 5944.0 Diferencia: -5504.0
Mejor fitness en iteración 28: 5940.0 Diferencia: -5463.0
Mejor fitness en iteración 29: 5940.0 Diferencia: -5464.0
Mejor fitness en iteración 30: 5914.0 Diferencia: -5496.0
Mejor fitness en iteración 31: 5914.0 Diferencia: -5520.0
Mejor fitness en iteración 32: 5916.0 Diferencia: -5477.0
Mejor fitness en iteración 33: 5913.0 Diferencia: -5471.0
Mejor fitness en iteración 34: 5913.0 Diferencia: -5551.0
Mejor fitness en iteración 35: 5889.0 Diferencia: -5519.0
Mejor fitness en iteración 36: 5888.0 Diferencia: -5515.0
Mejor fitness en iteración 37: 5869.0 Diferencia: -5573.0
Mejor fitness en iteración 38: 5849.0 Diferencia: -5520.0
Mejor fitness en iteración 39: 5841.0 Diferencia: -5564.0
Mejor fitness en iteración 40: 5849.0 Diferencia: -5513.0
Mejor fitness en iteración 41: 5845.0 Diferencia: -5551.0
Mejor fitness en iteración 42: 5835.0 Diferencia: -5524.0
Mejor fitness en iteración 43: 5835.0 Diferencia: -5510.0
Mejor fitness en iteración 44: 5835.0 Diferencia: -5418.0
Mejor fitness en iteración 45: 5831.0 Diferencia: -5442.0
Mejor fitness en iteración 46: 5827.0 Diferencia: -5451.0
Mejor fitness en iteración 47: 5821.0 Diferencia: -5432.0
Mejor fitness en iteración 48: 5806.0 Diferencia: -5499.0
Mejor fitness en iteración 49: 5806.0 Diferencia: -5435.0
Mejor fitness en iteración 50: 5806.0 Diferencia: -5468.0
Mejor fitness en iteración 51: 5782.0 Diferencia: -5430.0
Mejor fitness en iteración 52: 5800.0 Diferencia: -5476.0
Mejor fitness en iteración 53: 5790.0 Diferencia: -5546.0
Mejor fitness en iteración 54: 5782.0 Diferencia: -5497.0
Mejor fitness en iteración 55: 5774.0 Diferencia: -5408.0
Mejor fitness en iteración 56: 5770.0 Diferencia: -5464.0
Mejor fitness en iteración 57: 5770.0 Diferencia: -5491.0
Mejor fitness en iteración 58: 5768.0 Diferencia: -5508.0
Mejor fitness en iteración 59: 5768.0 Diferencia: -5498.0
Mejor fitness en iteración 60: 5766.0 Diferencia: -5445.0
Mejor fitness en iteración 61: 5754.0 Diferencia: -5449.0
Mejor fitness en iteración 62: 5749.0 Diferencia: -5486.0
Mejor fitness en iteración 63: 5763.0 Diferencia: -5412.0
Mejor fitness en iteración 64: 5756.0 Diferencia: -5404.0
Mejor fitness en iteración 65: 5756.0 Diferencia: -5498.0
Mejor fitness en iteración 66: 5756.0 Diferencia: -5439.0
Mejor fitness en iteración 67: 5756.0 Diferencia: -5462.0
Mejor fitness en iteración 68: 5746.0 Diferencia: -5526.0
Mejor fitness en iteración 69: 5746.0 Diferencia: -5509.0
Mejor fitness en iteración 70: 5746.0 Diferencia: -5436.0
Mejor fitness en iteración 71: 5746.0 Diferencia: -5450.0
Mejor fitness en iteración 72: 5746.0 Diferencia: -5424.0
Mejor fitness en iteración 73: 5734.0 Diferencia: -5443.0
Mejor fitness en iteración 74: 5728.0 Diferencia: -5416.0
Mejor fitness en iteración 75: 5746.0 Diferencia: -5449.0
Mejor fitness en iteración 76: 5746.0 Diferencia: -5441.0
Mejor fitness en iteración 77: 5738.0 Diferencia: -5429.0
Mejor fitness en iteración 78: 5738.0 Diferencia: -5399.0
Mejor fitness en iteración 79: 5738.0 Diferencia: -5427.0
Mejor fitness en iteración 80: 5722.0 Diferencia: -5455.0
Mejor fitness en iteración 81: 5718.0 Diferencia: -5464.0
Mejor fitness en iteración 82: 5718.0 Diferencia: -5467.0
Mejor fitness en iteración 83: 5718.0 Diferencia: -5560.0
Mejor fitness en iteración 84: 5718.0 Diferencia: -5492.0
Mejor fitness en iteración 85: 5718.0 Diferencia: -5516.0
Mejor fitness en iteración 86: 5718.0 Diferencia: -5542.0
Mejor fitness en iteración 87: 5718.0 Diferencia: -5532.0
Mejor fitness en iteración 88: 5718.0 Diferencia: -5481.0
Mejor fitness en iteración 89: 5717.0 Diferencia: -5471.0
Mejor fitness en iteración 90: 5717.0 Diferencia: -5405.0
Mejor fitness en iteración 91: 5712.0 Diferencia: -5406.0
Mejor fitness en iteración 92: 5710.0 Diferencia: -5365.0
Mejor fitness en iteración 93: 5688.0 Diferencia: -5408.0
Mejor fitness en iteración 94: 5688.0 Diferencia: -427.0
Mejor fitness en iteración 95: 5688.0 Diferencia: -5417.0
Mejor fitness en iteración 96: 5688.0 Diferencia: -5452.0
Mejor fitness en iteración 97: 5682.0 Diferencia: -5510.0
Mejor fitness en iteración 98: 5682.0 Diferencia: -5469.0
Mejor fitness en iteración 99: 5682.0 Diferencia: -5510.0
Mejor fitness en iteración 100: 5680.0 Diferencia: -5432.0
Mejor fitness en iteración 101: 5680.0 Diferencia: -5418.0
Mejor fitness en iteración 102: 5680.0 Diferencia: -5439.0
Mejor fitness en iteración 103: 5674.0 Diferencia: -5430.0
Mejor fitness en iteración 104: 5674.0 Diferencia: -5469.0
Mejor fitness en iteración 105: 5674.0 Diferencia: -5500.0
Mejor fitness en iteración 106: 5674.0 Diferencia: -5456.0
Mejor fitness en iteración 107: 5674.0 Diferencia: -5485.0
Mejor fitness en iteración 108: 5674.0 Diferencia: -5416.0
Mejor fitness en iteración 109: 5674.0 Diferencia: -5421.0
Mejor fitness en iteración 110: 5674.0 Diferencia: -5385.0
Mejor fitness en iteración 111: 5674.0 Diferencia: -5414.0
Mejor fitness en iteración 112: 5673.0 Diferencia: -5369.0
Mejor fitness en iteración 113: 5674.0 Diferencia: -5381.0
Mejor fitness en iteración 114: 5672.0 Diferencia: -5415.0
Mejor fitness en iteración 115: 5672.0 Diferencia: -5390.0
Mejor fitness en iteración 116: 5672.0 Diferencia: -5421.0
Mejor fitness en iteración 117: 5672.0 Diferencia: -5389.0
Mejor fitness en iteración 118: 5672.0 Diferencia: -5411.0
Mejor fitness en iteración 119: 5666.0 Diferencia: -5413.0
Mejor fitness en iteración 120: 5666.0 Diferencia: -5363.0
Mejor fitness en iteración 121: 5666.0 Diferencia: -5402.0
Mejor fitness en iteración 122: 5664.0 Diferencia: -5398.0
Mejor fitness en iteración 123: 5664.0 Diferencia: -5382.0
Mejor fitness en iteración 124: 5664.0 Diferencia: -5406.0
Mejor fitness en iteración 125: 5664.0 Diferencia: -5385.0
Mejor fitness en iteración 126: 5660.0 Diferencia: -5392.0
Mejor fitness en iteración 127: 5660.0 Diferencia: -5364.0
Mejor fitness en iteración 128: 5656.0 Diferencia: -5376.0
Mejor fitness en iteración 129: 5656.0 Diferencia: -5386.0
Mejor fitness en iteración 130: 5656.0 Diferencia: -5392.0
Mejor fitness en iteración 131: 5655.0 Diferencia: -5384.0
Mejor fitness en iteración 132: 5655.0 Diferencia: -5366.0
Mejor fitness en iteración 133: 5655.0 Diferencia: -5356.0
Mejor fitness en iteración 134: 5654.0 Diferencia: -5411.0
Mejor fitness en iteración 135: 5654.0 Diferencia: -5368.0
Mejor fitness en iteración 136: 5654.0 Diferencia: -5370.0
Mejor fitness en iteración 137: 5652.0 Diferencia: -5385.0
Mejor fitness en iteración 138: 5654.0 Diferencia: -5390.0
Mejor fitness en iteración 139: 5654.0 Diferencia: -5371.0
Mejor fitness en iteración 140: 5654.0 Diferencia: -5397.0
Mejor fitness en iteración 141: 5654.0 Diferencia: -5406.0
Mejor fitness en iteración 142: 5654.0 Diferencia: -5419.0
Mejor fitness en iteración 143: 5654.0 Diferencia: -5410.0
Mejor fitness en iteración 144: 5654.0 Diferencia: -5392.0
Mejor fitness en iteración 145: 5654.0 Diferencia: -5398.0
Mejor fitness en iteración 146: 5654.0 Diferencia: -5392.0
Mejor fitness en iteración 147: 5652.0 Diferencia: -5381.0
Mejor fitness en iteración 148: 5654.0 Diferencia: -5373.0
Mejor fitness en iteración 149: 5651.0 Diferencia: -5405.0
Mejor fitness en iteración 150: 5651.0 Diferencia: -5397.0
Mejor fitness en iteración 151: 5651.0 Diferencia: -5431.0
Mejor fitness en iteración 152: 5654.0 Diferencia: -5404.0
Mejor fitness en iteración 153: 5650.0 Diferencia: -5435.0
Mejor fitness en iteración 154: 5650.0 Diferencia: -5424.0
Mejor fitness en iteración 155: 5650.0 Diferencia: -5412.0
Mejor fitness en iteración 156: 5650.0 Diferencia: -5387.0
Mejor fitness en iteración 157: 5650.0 Diferencia: -5376.0
Mejor fitness en iteración 158: 5650.0 Diferencia: -5373.0
Mejor fitness en iteración 159: 5650.0 Diferencia: -5378.0
Mejor fitness en iteración 160: 5650.0 Diferencia: -5362.0
Mejor fitness en iteración 161: 5644.0 Diferencia: -5384.0
Mejor fitness en iteración 162: 5648.0 Diferencia: -5406.0
Mejor fitness en iteración 163: 5648.0 Diferencia: -5376.0
Mejor fitness en iteración 164: 5648.0 Diferencia: -5415.0
Mejor fitness en iteración 165: 5648.0 Diferencia: -5441.0
Mejor fitness en iteración 166: 5648.0 Diferencia: -5393.0
Mejor fitness en iteración 167: 5648.0 Diferencia: -5407.0
Mejor fitness en iteración 168: 5648.0 Diferencia: -5402.0
Mejor fitness en iteración 169: 5648.0 Diferencia: -5382.0
Mejor fitness en iteración 170: 5648.0 Diferencia: -5392.0
Mejor fitness en iteración 171: 5648.0 Diferencia: -5394.0
Mejor fitness en iteración 172: 5648.0 Diferencia: -5396.0
Mejor fitness en iteración 173: 5647.0 Diferencia: -5379.0
Mejor fitness en iteración 174: 5647.0 Diferencia: -5405.0
Mejor fitness en iteración 175: 5647.0 Diferencia: -5397.0
Mejor fitness en iteración 176: 5647.0 Diferencia: -5414.0
Mejor fitness en iteración 177: 5647.0 Diferencia: -5435.0
Mejor fitness en iteración 178: 5647.0 Diferencia: -5383.0
Mejor fitness en iteración 179: 5647.0 Diferencia: -5383.0
Mejor fitness en iteración 180: 5647.0 Diferencia: -5409.0
Mejor fitness en iteración 181: 5647.0 Diferencia: -5374.0
Mejor fitness en iteración 182: 5647.0 Diferencia: -5380.0
Mejor fitness en iteración 183: 5647.0 Diferencia: -5400.0
Mejor fitness en iteración 184: 5647.0 Diferencia: -5398.0
Mejor fitness en iteración 185: 5647.0 Diferencia: -5397.0
Mejor fitness en iteración 186: 5647.0 Diferencia: -5396.0
Mejor fitness en iteración 187: 5647.0 Diferencia: -5459.0
Mejor fitness en iteración 188: 5647.0 Diferencia: -5391.0
Mejor fitness en iteración 189: 5647.0 Diferencia: -5379.0
Mejor fitness en iteración 190: 5647.0 Diferencia: -5389.0
Mejor fitness en iteración 191: 5647.0 Diferencia: -5416.0
Mejor fitness en iteración 192: 5647.0 Diferencia: -5378.0
Mejor fitness en iteración 193: 5647.0 Diferencia: -5383.0
Mejor fitness en iteración 194: 5647.0 Diferencia: -5408.0
Mejor fitness en iteración 195: 5647.0 Diferencia: -5398.0
Mejor fitness en iteración 196: 5647.0 Diferencia: -5383.0
Mejor fitness en iteración 197: 5647.0 Diferencia: -5436.0
Mejor fitness en iteración 198: 5647.0 Diferencia: -5425.0
Mejor fitness en iteración 199: 5647.0 Diferencia: -5456.0
Mejor fitness en iteración 200: 5645.0 Diferencia: -5460.0
Mejor fitness en iteración 201: 5645.0 Diferencia: -5432.0
Mejor fitness en iteración 202: 5645.0 Diferencia: -5455.0
Mejor fitness en iteración 203: 5645.0 Diferencia: -5402.0
Mejor fitness en iteración 204: 5645.0 Diferencia: -5447.0
