Configuración utilizada:
Operador de selección: Por Torneo con tamaño de torneo: 2 individuos
Operador de cruce: Cruce de Orden
Operador de mutación: Mutación por Inversión. Probabilidad: 0.4
Mejor fitness en iteración 199: 6145.0 Diferencia: -16367.0
Mejor fitness en iteración 200: 6154.0 Diferencia: -16255.0
Mejor fitness en iteración 201: 6201.0 Diferencia: -16131.0
Mejor fitness en iteración 202: 6198.0 Diferencia: -16273.0
Mejor fitness en iteración 203: 6238.0 Diferencia: -16123.0
Mejor fitness en iteración 204: 6194.0 Diferencia: -11069.0
Mejor fitness en iteración 205: 6139.0 Diferencia: -11273.0
Mejor fitness en iteración 206: 6153.0 Diferencia: -11368.0
Mejor fitness en iteración 207: 6125.0 Diferencia: -11318.0
Mejor fitness en iteración 208: 6136.0 Diferencia: -11092.0
Mejor fitness en iteración 209: 6178.0 Diferencia: -11206.0
Mejor fitness en iteración 210: 6173.0 Diferencia: -11200.0
Mejor fitness en iteración 211: 6196.0 Diferencia: -11232.0
Mejor fitness en iteración 212: 6131.0 Diferencia: -11082.0
Mejor fitness en iteración 213: 6147.0 Diferencia: -11229.0
Mejor fitness en iteración 214: 6104.0 Diferencia: -11641.0
Mejor fitness en iteración 215: 6101.0 Diferencia: -11179.0
Mejor fitness en iteración 216: 6006.0 Diferencia: -11324.0
Mejor fitness en iteración 217: 6126.0 Diferencia: -6022.0
Mejor fitness en iteración 218: 6151.0 Diferencia: -11147.0
Mejor fitness en iteración 219: 6077.0 Diferencia: -11464.0
Mejor fitness en iteración 220: 6127.0 Diferencia: -11402.0
Mejor fitness en iteración 221: 6077.0 Diferencia: -11309.0
Mejor fitness en iteración 222: 6151.0 Diferencia: -11130.0
Mejor fitness en iteración 223: 6135.0 Diferencia: -11117.0
Mejor fitness en iteración 224: 6135.0 Diferencia: -11227.0
Mejor fitness en iteración 225: 6073.0 Diferencia: -11366.0
Mejor fitness en iteración 226: 6113.0 Diferencia: -16338.0
Mejor fitness en iteración 227: 6085.0 Diferencia: -11406.0
Mejor fitness en iteración 228: 6098.0 Diferencia: -11337.0
Mejor fitness en iteración 229: 6157.0 Diferencia: -11098.0
Mejor fitness en iteración 230: 6161.0 Diferencia: -11068.0
Mejor fitness en iteración 231: 6064.0 Diferencia: -11375.0
Mejor fitness en iteración 232: 6147.0 Diferencia: -16604.0
Mejor fitness en iteración 233: 6160.0 Diferencia: -11132.0
Mejor fitness en iteración 234: 6074.0 Diferencia: -11264.0
Mejor fitness en iteración 235: 6135.0 Diferencia: -11362.0
Mejor fitness en iteración 236: 6135.0 Diferencia: -11268.0
Mejor fitness en iteración 237: 6124.0 Diferencia: -16481.0
Mejor fitness en iteración 238: 6195.0 Diferencia: -16390.0
Mejor fitness en iteración 239: 6100.0 Diferencia: -16317.0
Mejor fitness en iteración 240: 6095.0 Diferencia: -16386.0
Mejor fitness en iteración 241: 6168.0 Diferencia: -16514.0
Mejor fitness en iteración 242: 6169.0 Diferencia: -11069.0
Mejor fitness en iteración 243: 6156.0 Diferencia: -11186.0
Mejor fitness en iteración 244: 6150.0 Diferencia: -11141.0
Mejor fitness en iteración 245: 6116.0 Diferencia: -11278.0
Mejor fitness en iteración 246: 6128.0 Diferencia: -11234.0
Mejor fitness en iteración 247: 6155.0 Diferencia: -11292.0
Mejor fitness en iteración 248: 6146.0 Diferencia: -11066.0
Mejor fitness en iteración 249: 6007.0 Diferencia: -11116.0
Mejor fitness en iteración 250: 6074.0 Diferencia: -11300.0
Mejor fitness en iteración 251: 6069.0 Diferencia: -11021.0
Mejor fitness en iteración 252: 6120.0 Diferencia: -16456.0
Mejor fitness en iteración 253: 6089.0 Diferencia: -11101.0
Mejor fitness en iteración 254: 6040.0 Diferencia: -11080.0
Mejor fitness en iteración 255: 6133.0 Diferencia: -11163.0
Mejor fitness en iteración 256: 6119.0 Diferencia: -16350.0
Mejor fitness en iteración 257: 6183.0 Diferencia: -11066.0
Mejor fitness en iteración 258: 6136.0 Diferencia: -11329.0
Mejor fitness en iteración 259: 5962.0 Diferencia: -11524.0
Mejor fitness en iteración 260: 6094.0 Diferencia: -11477.0
Mejor fitness en iteración 261: 6123.0 Diferencia: -16298.0
Mejor fitness en iteración 262: 6172.0 Diferencia: -11428.0
Mejor fitness en iteración 263: 6088.0 Diferencia: -11321.0
Mejor fitness en iteración 264: 6090.0 Diferencia: -11136.0
Mejor fitness en iteración 265: 6127.0 Diferencia: -11317.0
Mejor fitness en iteración 266: 6043.0 Diferencia: -16448.0
Mejor fitness en iteración 267: 6078.0 Diferencia: -11256.0
Mejor fitness en iteración 268: 6076.0 Diferencia: -11299.0
Mejor fitness en iteración 269: 6017.0 Diferencia: -11468.0
Mejor fitness en iteración 270: 6059.0 Diferencia: -11356.0
Mejor fitness en iteración 271: 6068.0 Diferencia: -11284.0
Mejor fitness en iteración 272: 6045.0 Diferencia: -11418.0
Mejor fitness en iteración 273: 6045.0 Diferencia: -11353.0
Mejor fitness en iteración 274: 6094.0 Diferencia: -11401.0
Mejor fitness en iteración 275: 6094.0 Diferencia: -11407.0
Mejor fitness en iteración 276: 6083.0 Diferencia: -11487.0
Mejor fitness en iteración 277: 5990.0 Diferencia: -11497.0
Mejor fitness en iteración 278: 6089.0 Diferencia: -16314.0
Mejor fitness en iteración 279: 5998.0 Diferencia: -11497.0
Mejor fitness en iteración 280: 6090.0 Diferencia: -11478.0
Mejor fitness en iteración 281: 6072.0 Diferencia: -11445.0
Mejor fitness en iteración 282: 6058.0 Diferencia: -11326.0
Mejor fitness en iteración 283: 6102.0 Diferencia: -11359.0
Mejor fitness en iteración 284: 6094.0 Diferencia: -16263.0
Mejor fitness en iteración 285: 6082.0 Diferencia: -11266.0
Mejor fitness en iteración 286: 6046.0 Diferencia: -11130.0
Mejor fitness en iteración 287: 6058.0 Diferencia: -11453.0
Mejor fitness en iteración 288: 6096.0 Diferencia: -11267.0
Mejor fitness en iteración 289: 6107.0 Diferencia: -11108.0
Mejor fitness en iteración 290: 6085.0 Diferencia: -11320.0
Mejor fitness en iteración 291: 6109.0 Diferencia: -11316.0
Mejor fitness en iteración 292: 6127.0 Diferencia: -11321.0
Mejor fitness en iteración 293: 6147.0 Diferencia: -11240.0
Mejor fitness en iteración 294: 6098.0 Diferencia: -11175.0
Mejor fitness en iteración 295: 6184.0 Diferencia: -11520.0
Mejor fitness en iteración 296: 6157.0 Diferencia: -11438.0
Mejor fitness en iteración 297: 6143.0 Diferencia: -16155.0
Mejor fitness en iteración 298: 5993.0 Diferencia: -11382.0
Mejor fitness en iteración 299: 6118.0 Diferencia: -11155.0
Mejor fitness en iteración 300: 6117.0 Diferencia: -11330.0
Mejor fitness en iteración 301: 6073.0 Diferencia: -11205.0
Mejor fitness en iteración 302: 6102.0 Diferencia: -11218.0
Mejor fitness en iteración 303: 6025.0 Diferencia: -11192.0
Mejor fitness en iteración 304: 6054.0 Diferencia: -11256.0
Mejor fitness en iteración 305: 6057.0 Diferencia: -11446.0
Mejor fitness en iteración 306: 6102.0 Diferencia: -11255.0
Mejor fitness en iteración 307: 6157.0 Diferencia: -11199.0
Mejor fitness en iteración 308: 6195.0 Diferencia: -11162.0
Mejor fitness en iteración 309: 6130.0 Diferencia: -11238.0
Mejor fitness en iteración 310: 6138.0 Diferencia: -11275.0
Mejor fitness en iteración 311: 6101.0 Diferencia: -16454.0
Mejor fitness en iteración 312: 6112.0 Diferencia: -11260.0
Mejor fitness en iteración 313: 6094.0 Diferencia: -16280.0
Mejor fitness en iteración 314: 6211.0 Diferencia: -16291.0
Mejor fitness en iteración 315: 6119.0 Diferencia: -11253.0
Mejor fitness en iteración 316: 6164.0 Diferencia: -11121.0
Mejor fitness en iteración 317: 6088.0 Diferencia: -11213.0
Mejor fitness en iteración 318: 6079.0 Diferencia: -11063.0
Mejor fitness en iteración 319: 6031.0 Diferencia: -16328.0
Mejor fitness en iteración 320: 6109.0 Diferencia: -11369.0
Mejor fitness en iteración 321: 6165.0 Diferencia: -16593.0
Mejor fitness en iteración 322: 6119.0 Diferencia: -16260.0
Mejor fitness en iteración 323: 6139.0 Diferencia: -11471.0
Mejor fitness en iteración 324: 6049.0 Diferencia: -16477.0
Mejor fitness en iteración 325: 6015.0 Diferencia: -11341.0
Mejor fitness en iteración 326: 6026.0 Diferencia: -16485.0
Mejor fitness en iteración 327: 6068.0 Diferencia: -11276.0
Mejor fitness en iteración 328: 6041.0 Diferencia: -11301.0
Mejor fitness en iteración 329: 6132.0 Diferencia: -11214.0
Mejor fitness en iteración 330: 6117.0 Diferencia: -11308.0
Mejor fitness en iteración 331: 6085.0 Diferencia: -11333.0
Mejor fitness en iteración 332: 6063.0 Diferencia: -11291.0
Mejor fitness en iteración 333: 6111.0 Diferencia: -16347.0
Mejor fitness en iteración 334: 6085.0 Diferencia: -11567.0
Mejor fitness en iteración 335: 6112.0 Diferencia: -11212.0
Mejor fitness en iteración 336: 6098.0 Diferencia: -16642.0
Mejor fitness en iteración 337: 6127.0 Diferencia: -16263.0
Mejor fitness en iteración 338: 6087.0 Diferencia: -11382.0
Mejor fitness en iteración 339: 6087.0 Diferencia: -11515.0
Mejor fitness en iteración 340: 6201.0 Diferencia: -11106.0
Mejor fitness en iteración 341: 6185.0 Diferencia: -11115.0
Mejor fitness en iteración 342: 6197.0 Diferencia: -11136.0
Mejor fitness en iteración 343: 6099.0 Diferencia: -11350.0
Mejor fitness en iteración 344: 6133.0 Diferencia: -11288.0
Mejor fitness en iteración 345: 6178.0 Diferencia: -11215.0
Mejor fitness en iteración 346: 6107.0 Diferencia: -11294.0
Mejor fitness en iteración 347: 6053.0 Diferencia: -11464.0
Mejor fitness en iteración 348: 6087.0 Diferencia: -11292.0
Mejor fitness en iteración 349: 6083.0 Diferencia: -11404.0
Mejor fitness en iteración 350: 6123.0 Diferencia: -11090.0
Mejor fitness en iteración 351: 6083.0 Diferencia: -11091.0
Mejor fitness en iteración 352: 6094.0 Diferencia: -11264.0
Mejor fitness en iteración 353: 6116.0 Diferencia: -11006.0
Mejor fitness en iteración 354: 6041.0 Diferencia: -11313.0
Mejor fitness en iteración 355: 6074.0 Diferencia: -11255.0
Mejor fitness en iteración 356: 6089.0 Diferencia: -11151.0
Mejor fitness en iteración 357: 6118.0 Diferencia: -10998.0
Mejor fitness en iteración 358: 6145.0 Diferencia: -11129.0
Mejor fitness en iteración 359: 6160.0 Diferencia: -11158.0
Mejor fitness en iteración 360: 6087.0 Diferencia: -16538.0
Mejor fitness en iteración 361: 6176.0 Diferencia: -11154.0
Mejor fitness en iteración 362: 6174.0 Diferencia: -11048.0
Mejor fitness en iteración 363: 6197.0 Diferencia: -11193.0
Mejor fitness en iteración 364: 6171.0 Diferencia: -11277.0
Mejor fitness en iteración 365: 6165.0 Diferencia: -11255.0
Mejor fitness en iteración 366: 6177.0 Diferencia: -16112.0
Mejor fitness en iteración 367: 6158.0 Diferencia: -16353.0
Mejor fitness en iteración 368: 6148.0 Diferencia: -16373.0
Mejor fitness en iteración 369: 6169.0 Diferencia: -16406.0
Mejor fitness en iteración 370: 6176.0 Diferencia: -11102.0
Mejor fitness en iteración 371: 6150.0 Diferencia: -16097.0
Mejor fitness en iteración 372: 6184.0 Diferencia: -11179.0
Mejor fitness en iteración 373: 6170.0 Diferencia: -11241.0
Mejor fitness en iteración 374: 6226.0 Diferencia: -16189.0
Mejor fitness en iteración 375: 6157.0 Diferencia: -11346.0
Mejor fitness en iteración 376: 6164.0 Diferencia: -11325.0
Mejor fitness en iteración 377: 6105.0 Diferencia: -16550.0
Mejor fitness en iteración 378: 6082.0 Diferencia: -16516.0
Mejor fitness en iteración 379: 6109.0 Diferencia: -11285.0
Mejor fitness en iteración 380: 6069.0 Diferencia: -16509.0
Mejor fitness en iteración 381: 6095.0 Diferencia: -11323.0
Mejor fitness en iteración 382: 6163.0 Diferencia: -11386.0
Mejor fitness en iteración 383: 6153.0 Diferencia: -11259.0
Mejor fitness en iteración 384: 6000.0 Diferencia: -11478.0
Mejor fitness en iteración 385: 6139.0 Diferencia: -11268.0
Mejor fitness en iteración 386: 6130.0 Diferencia: -11099.0
Mejor fitness en iteración 387: 6116.0 Diferencia: -11053.0
Mejor fitness en iteración 388: 6062.0 Diferencia: -16598.0
Mejor fitness en iteración 389: 6037.0 Diferencia: -11447.0
Mejor fitness en iteración 390: 6073.0 Diferencia: -11549.0
Mejor fitness en iteración 391: 6121.0 Diferencia: -16189.0
Mejor fitness en iteración 392: 6121.0 Diferencia: -11344.0
Mejor fitness en iteración 393: 6095.0 Diferencia: -11334.0
Mejor fitness en iteración 394: 6118.0 Diferencia: -16420.0
Mejor fitness en iteración 395: 6167.0 Diferencia: -11114.0
Mejor fitness en iteración 396: 6129.0 Diferencia: -11334.0
Mejor fitness en iteración 397: 6124.0 Diferencia: -11232.0
Mejor fitness en iteración 398: 6120.0 Diferencia: -11360.0
Mejor fitness en iteración 399: 6174.0 Diferencia: -11054.0
Mejor fitness en iteración 400: 6092.0 Diferencia: -10999.0
Mejor fitness en iteración 401: 6068.0 Diferencia: -11105.0
Mejor fitness en iteración 402: 6112.0 Diferencia: -10926.0
Mejor fitness en iteración 403: 6058.0 Diferencia: -10977.0
Mejor fitness en iteración 404: 6081.0 Diferencia: -11394.0
Mejor fitness en iteración 405: 6107.0 Diferencia: -11459.0
Mejor fitness en iteración 406: 6053.0 Diferencia: -11481.0
Mejor fitness en iteración 407: 6091.0 Diferencia: -11263.0
Mejor fitness en iteración 408: 6039.0 Diferencia: -11433.0
Mejor fitness en iteración 409: 6144.0 Diferencia: -11306.0
Mejor fitness en iteración 410: 6163.0 Diferencia: -11111.0
Mejor fitness en iteración 411: 6250.0 Diferencia: -16277.0
Mejor fitness en iteración 412: 6142.0 Diferencia: -16448.0
Mejor fitness en iteración 413: 6188.0 Diferencia: -16387.0
Mejor fitness en iteración 414: 6183.0 Diferencia: -11224.0
Mejor fitness en iteración 415: 6012.0 Diferencia: -11442.0
Mejor fitness en iteración 416: 6152.0 Diferencia: -16221.0
Mejor fitness en iteración 417: 6157.0 Diferencia: -11339.0
Mejor fitness en iteración 418: 6203.0 Diferencia: -11022.0
Mejor fitness en iteración 419: 6185.0 Diferencia: -11133.0
Mejor fitness en iteración 420: 6185.0 Diferencia: -11213.0
Mejor fitness en iteración 421: 6143.0 Diferencia: -16253.0
Mejor fitness en iteración 422: 6146.0 Diferencia: -11349.0
Mejor fitness en iteración 423: 6139.0 Diferencia: -11253.0
Mejor fitness en iteración 424: 6166.0 Diferencia: -11398.0
Mejor fitness en iteración 425: 6134.0 Diferencia: -16165.0
Mejor fitness en iteración 426: 6172.0 Diferencia: -11407.0
Mejor fitness en iteración 427: 6134.0 Diferencia: -11286.0
Mejor fitness en iteración 428: 6062.0 Diferencia: -11192.0
