Problema: p43.atsp
Configuración utilizada:
Operador de selección: Por Torneo con tamaño de torneo: 2 individuos
Operador de cruce: Cruce de Orden
Operador de mutación: Mutación por Inversión. Probabilidad: 0.7
Mejor fitness en iteración 62: 5767.0 Diferencia: -5706.0
Mejor fitness en iteración 63: 5759.0 Diferencia: -5726.0
Mejor fitness en iteración 64: 5753.0 Diferencia: -5738.0
Mejor fitness en iteración 65: 5753.0 Diferencia: -5633.0
Mejor fitness en iteración 66: 5753.0 Diferencia: -5705.0
Mejor fitness en iteración 67: 5753.0 Diferencia: -5666.0
Mejor fitness en iteración 68: 5750.0 Diferencia: -5720.0
Mejor fitness en iteración 69: 5750.0 Diferencia: -5726.0
Mejor fitness en iteración 70: 5750.0 Diferencia: -5744.0
Mejor fitness en iteración 71: 5750.0 Diferencia: -5754.0
Mejor fitness en iteración 72: 5747.0 Diferencia: -5757.0
Mejor fitness en iteración 73: 5740.0 Diferencia: -5680.0
Mejor fitness en iteración 74: 5744.0 Diferencia: -5693.0
Mejor fitness en iteración 75: 5742.0 Diferencia: -5775.0
Mejor fitness en iteración 76: 5742.0 Diferencia: -5670.0
Mejor fitness en iteración 77: 5742.0 Diferencia: -5669.0
Mejor fitness en iteración 78: 5742.0 Diferencia: -5615.0
Mejor fitness en iteración 79: 5738.0 Diferencia: -5694.0
Mejor fitness en iteración 80: 5738.0 Diferencia: -5691.0
Mejor fitness en iteración 81: 5738.0 Diferencia: -5664.0
Mejor fitness en iteración 82: 5738.0 Diferencia: -5707.0
Mejor fitness en iteración 83: 5732.0 Diferencia: -5729.0
Mejor fitness en iteración 84: 5732.0 Diferencia: -5694.0
Mejor fitness en iteración 85: 5732.0 Diferencia: -5749.0
Mejor fitness en iteración 86: 5732.0 Diferencia: -5764.0
Mejor fitness en iteración 87: 5719.0 Diferencia: -5740.0
Mejor fitness en iteración 88: 5719.0 Diferencia: -5750.0
Mejor fitness en iteración 89: 5711.0 Diferencia: -5778.0
Mejor fitness en iteración 90: 5711.0 Diferencia: -5744.0
Mejor fitness en iteración 91: 5711.0 Diferencia: -5771.0
Mejor fitness en iteración 92: 5717.0 Diferencia: -5769.0
Mejor fitness en iteración 93: 5711.0 Diferencia: -5791.0
Mejor fitness en iteración 94: 5711.0 Diferencia: -5769.0
Mejor fitness en iteración 95: 5705.0 Diferencia: -5744.0
Mejor fitness en iteración 96: 5711.0 Diferencia: -5707.0
Mejor fitness en iteración 97: 5711.0 Diferencia: -5630.0
Mejor fitness en iteración 98: 5709.0 Diferencia: -5664.0
Mejor fitness en iteración 99: 5709.0 Diferencia: -5661.0
Mejor fitness en iteración 100: 5705.0 Diferencia: -5689.0
Mejor fitness en iteración 101: 5705.0 Diferencia: -5630.0
Mejor fitness en iteración 102: 5705.0 Diferencia: -5658.0
Mejor fitness en iteración 103: 5705.0 Diferencia: -5635.0
Mejor fitness en iteración 104: 5701.0 Diferencia: -5851.0
Mejor fitness en iteración 105: 5701.0 Diferencia: -5723.0
Mejor fitness en iteración 106: 5700.0 Diferencia: -5723.0
Mejor fitness en iteración 107: 5700.0 Diferencia: -5689.0
Mejor fitness en iteración 108: 5700.0 Diferencia: -5784.0
Mejor fitness en iteración 109: 5701.0 Diferencia: -5694.0
Mejor fitness en iteración 110: 5695.0 Diferencia: -5626.0
Mejor fitness en iteración 111: 5693.0 Diferencia: -5657.0
Mejor fitness en iteración 112: 5693.0 Diferencia: -5658.0
Mejor fitness en iteración 113: 5693.0 Diferencia: -5651.0
Mejor fitness en iteración 114: 5693.0 Diferencia: -5654.0
Mejor fitness en iteración 115: 5693.0 Diferencia: -5691.0
Mejor fitness en iteración 116: 5693.0 Diferencia: -5641.0
Mejor fitness en iteración 117: 5693.0 Diferencia: -5647.0
Mejor fitness en iteración 118: 5689.0 Diferencia: -5719.0
Mejor fitness en iteración 119: 5689.0 Diferencia: -5692.0
Mejor fitness en iteración 120: 5689.0 Diferencia: -5711.0
Mejor fitness en iteración 121: 5689.0 Diferencia: -5750.0
Mejor fitness en iteración 122: 5689.0 Diferencia: -5770.0
Mejor fitness en iteración 123: 5689.0 Diferencia: -5791.0
Mejor fitness en iteración 124: 5689.0 Diferencia: -5627.0
Mejor fitness en iteración 125: 5681.0 Diferencia: -5693.0
Mejor fitness en iteración 126: 5681.0 Diferencia: -5744.0
Mejor fitness en iteración 127: 5681.0 Diferencia: -5725.0
Mejor fitness en iteración 128: 5681.0 Diferencia: -5736.0
Mejor fitness en iteración 129: 5681.0 Diferencia: -5722.0
Mejor fitness en iteración 130: 5681.0 Diferencia: -5692.0
Mejor fitness en iteración 131: 5679.0 Diferencia: -5736.0
Mejor fitness en iteración 132: 5679.0 Diferencia: -5727.0
Mejor fitness en iteración 133: 5679.0 Diferencia: -5878.0
Mejor fitness en iteración 134: 5679.0 Diferencia: -5725.0
Mejor fitness en iteración 135: 5676.0 Diferencia: -5666.0
Mejor fitness en iteración 136: 5674.0 Diferencia: -5727.0
Mejor fitness en iteración 137: 5674.0 Diferencia: -5734.0
Mejor fitness en iteración 138: 5674.0 Diferencia: -5684.0
Mejor fitness en iteración 139: 5674.0 Diferencia: -5780.0
Mejor fitness en iteración 140: 5674.0 Diferencia: -5693.0
Mejor fitness en iteración 141: 5674.0 Diferencia: -5717.0
Mejor fitness en iteración 142: 5674.0 Diferencia: -5691.0
Mejor fitness en iteración 143: 5674.0 Diferencia: -5685.0
Mejor fitness en iteración 144: 5674.0 Diferencia: -5640.0
Mejor fitness en iteración 145: 5674.0 Diferencia: -5686.0
Mejor fitness en iteración 146: 5674.0 Diferencia: -5684.0
Mejor fitness en iteración 147: 5674.0 Diferencia: -5634.0
Mejor fitness en iteración 148: 5674.0 Diferencia: -5635.0
Mejor fitness en iteración 149: 5674.0 Diferencia: -5619.0
Mejor fitness en iteración 150: 5674.0 Diferencia: -5652.0
Mejor fitness en iteración 151: 5674.0 Diferencia: -5649.0
Mejor fitness en iteración 152: 5674.0 Diferencia: -5611.0
Mejor fitness en iteración 153: 5673.0 Diferencia: -5723.0
Mejor fitness en iteración 154: 5673.0 Diferencia: -5675.0
Mejor fitness en iteración 155: 5673.0 Diferencia: -5688.0
Mejor fitness en iteración 156: 5673.0 Diferencia: -5682.0
Mejor fitness en iteración 157: 5673.0 Diferencia: -5675.0
Mejor fitness en iteración 158: 5664.0 Diferencia: -5709.0
Mejor fitness en iteración 159: 5664.0 Diferencia: -5730.0
Mejor fitness en iteración 160: 5664.0 Diferencia: -5667.0
Mejor fitness en iteración 161: 5664.0 Diferencia: -5717.0
Mejor fitness en iteración 162: 5662.0 Diferencia: -5724.0
Mejor fitness en iteración 163: 5664.0 Diferencia: -5677.0
Mejor fitness en iteración 164: 5664.0 Diferencia: -5696.0
Mejor fitness en iteración 165: 5664.0 Diferencia: -5685.0
Mejor fitness en iteración 166: 5664.0 Diferencia: -5736.0
Mejor fitness en iteración 167: 5664.0 Diferencia: -5632.0
Mejor fitness en iteración 168: 5664.0 Diferencia: -5631.0
Mejor fitness en iteración 169: 5658.0 Diferencia: -5721.0
Mejor fitness en iteración 170: 5658.0 Diferencia: -5728.0
Mejor fitness en iteración 171: 5658.0 Diferencia: -5666.0
Mejor fitness en iteración 172: 5658.0 Diferencia: -5653.0
Mejor fitness en iteración 173: 5658.0 Diferencia: -5660.0
Mejor fitness en iteración 174: 5658.0 Diferencia: -5664.0
Mejor fitness en iteración 175: 5658.0 Diferencia: -5662.0
Mejor fitness en iteración 176: 5658.0 Diferencia: -5709.0
Mejor fitness en iteración 177: 5658.0 Diferencia: -5733.0
Mejor fitness en iteración 178: 5658.0 Diferencia: -5746.0
Mejor fitness en iteración 179: 5658.0 Diferencia: -5760.0
Mejor fitness en iteración 180: 5658.0 Diferencia: -5732.0
Mejor fitness en iteración 181: 5658.0 Diferencia: -5678.0
Mejor fitness en iteración 182: 5653.0 Diferencia: -5659.0
Mejor fitness en iteración 183: 5653.0 Diferencia: -5699.0
Mejor fitness en iteración 184: 5653.0 Diferencia: -5695.0
Mejor fitness en iteración 185: 5653.0 Diferencia: -5651.0
Mejor fitness en iteración 186: 5652.0 Diferencia: -5605.0
Mejor fitness en iteración 187: 5652.0 Diferencia: -5732.0
Mejor fitness en iteración 188: 5653.0 Diferencia: -5766.0
Mejor fitness en iteración 189: 5653.0 Diferencia: -5753.0
Mejor fitness en iteración 190: 5653.0 Diferencia: -5740.0
Mejor fitness en iteración 191: 5653.0 Diferencia: -5786.0
Mejor fitness en iteración 192: 5653.0 Diferencia: -5711.0
Mejor fitness en iteración 193: 5653.0 Diferencia: -5719.0
Mejor fitness en iteración 194: 5653.0 Diferencia: -5669.0
Mejor fitness en iteración 195: 5653.0 Diferencia: -5748.0
Mejor fitness en iteración 196: 5653.0 Diferencia: -5694.0
Mejor fitness en iteración 197: 5653.0 Diferencia: -5689.0
Mejor fitness en iteración 198: 5652.0 Diferencia: -5620.0
Mejor fitness en iteración 199: 5652.0 Diferencia: -5611.0
Mejor fitness en iteración 200: 5652.0 Diferencia: -5703.0
Mejor fitness en iteración 201: 5651.0 Diferencia: -5655.0
Mejor fitness en iteración 202: 5651.0 Diferencia: -5673.0
Mejor fitness en iteración 203: 5651.0 Diferencia: -5679.0
Mejor fitness en iteración 204: 5651.0 Diferencia: -5652.0
Mejor fitness en iteración 205: 5651.0 Diferencia: -5653.0
Mejor fitness en iteración 206: 5651.0 Diferencia: -5660.0
Mejor fitness en iteración 207: 5651.0 Diferencia: -5618.0
Mejor fitness en iteración 208: 5651.0 Diferencia: -5671.0
Mejor fitness en iteración 209: 5651.0 Diferencia: -5695.0
Mejor fitness en iteración 210: 5651.0 Diferencia: -5649.0
Mejor fitness en iteración 211: 5651.0 Diferencia: -5686.0
Mejor fitness en iteración 212: 5651.0 Diferencia: -5731.0
Mejor fitness en iteración 213: 5651.0 Diferencia: -5732.0
Mejor fitness en iteración 214: 5651.0 Diferencia: -5703.0
Mejor fitness en iteración 215: 5651.0 Diferencia: -5734.0
Mejor fitness en iteración 216: 5651.0 Diferencia: -5669.0
Mejor fitness en iteración 217: 5651.0 Diferencia: -5720.0
Mejor fitness en iteración 218: 5651.0 Diferencia: -5754.0
Mejor fitness en iteración 219: 5651.0 Diferencia: -5748.0
Mejor fitness en iteración 220: 5649.0 Diferencia: -5686.0
Mejor fitness en iteración 221: 5649.0 Diferencia: -5674.0
Mejor fitness en iteración 222: 5649.0 Diferencia: -5717.0
Mejor fitness en iteración 223: 5649.0 Diferencia: -5695.0
Mejor fitness en iteración 224: 5649.0 Diferencia: -5683.0
Mejor fitness en iteración 225: 5649.0 Diferencia: -5597.0
Mejor fitness en iteración 226: 5649.0 Diferencia: -5703.0
Mejor fitness en iteración 227: 5649.0 Diferencia: -5737.0
Mejor fitness en iteración 228: 5649.0 Diferencia: -5728.0
Mejor fitness en iteración 229: 5649.0 Diferencia: -5751.0
Mejor fitness en iteración 230: 5649.0 Diferencia: -5808.0
Mejor fitness en iteración 231: 5647.0 Diferencia: -5781.0
Mejor fitness en iteración 232: 5647.0 Diferencia: -5816.0
Mejor fitness en iteración 233: 5647.0 Diferencia: -5753.0
Mejor fitness en iteración 234: 5647.0 Diferencia: -5696.0
Mejor fitness en iteración 235: 5647.0 Diferencia: -5642.0
Mejor fitness en iteración 236: 5647.0 Diferencia: -5656.0
Mejor fitness en iteración 237: 5647.0 Diferencia: -5659.0
Mejor fitness en iteración 238: 5647.0 Diferencia: -5657.0
Mejor fitness en iteración 239: 5647.0 Diferencia: -5608.0
Mejor fitness en iteración 240: 5647.0 Diferencia: -5676.0
Mejor fitness en iteración 241: 5647.0 Diferencia: -5724.0
Mejor fitness en iteración 242: 5647.0 Diferencia: -5620.0
Mejor fitness en iteración 243: 5647.0 Diferencia: -5696.0
Mejor fitness en iteración 244: 5647.0 Diferencia: -5669.0
Mejor fitness en iteración 245: 5647.0 Diferencia: -5764.0
Mejor fitness en iteración 246: 5647.0 Diferencia: -5729.0
Mejor fitness en iteración 247: 5647.0 Diferencia: -5703.0
Mejor fitness en iteración 248: 5647.0 Diferencia: -5717.0
Mejor fitness en iteración 249: 5647.0 Diferencia: -5693.0
Mejor fitness en iteración 250: 5647.0 Diferencia: -5723.0
Mejor fitness en iteración 251: 5647.0 Diferencia: -5762.0
Mejor fitness en iteración 252: 5647.0 Diferencia: -5700.0
Mejor fitness en iteración 253: 5647.0 Diferencia: -5731.0
Mejor fitness en iteración 254: 5647.0 Diferencia: -5670.0
Mejor fitness en iteración 255: 5647.0 Diferencia: -5693.0
Mejor fitness en iteración 256: 5647.0 Diferencia: -5715.0
Mejor fitness en iteración 257: 5647.0 Diferencia: -5715.0
Mejor fitness en iteración 258: 5647.0 Diferencia: -5711.0
Mejor fitness en iteración 259: 5647.0 Diferencia: -5723.0
Mejor fitness en iteración 260: 5647.0 Diferencia: -5641.0
Mejor fitness en iteración 261: 5647.0 Diferencia: -5648.0
Mejor fitness en iteración 262: 5647.0 Diferencia: -5723.0
Mejor fitness en iteración 263: 5647.0 Diferencia: -5755.0
Mejor fitness en iteración 264: 5647.0 Diferencia: -5641.0
Mejor fitness en iteración 265: 5647.0 Diferencia: -5658.0
Mejor fitness en iteración 266: 5647.0 Diferencia: -5649.0
Mejor fitness en iteración 267: 5647.0 Diferencia: -5662.0
Mejor fitness en iteración 268: 5647.0 Diferencia: -5666.0
Mejor fitness en iteración 269: 5647.0 Diferencia: -5655.0
Mejor fitness en iteración 270: 5647.0 Diferencia: -5714.0
Mejor fitness en iteración 271: 5647.0 Diferencia: -5644.0
Mejor fitness en iteración 272: 5647.0 Diferencia: -5673.0
Mejor fitness en iteración 273: 5647.0 Diferencia: -5666.0
Mejor fitness en iteración 274: 5647.0 Diferencia: -5650.0
Mejor fitness en iteración 275: 5647.0 Diferencia: -5614.0
Mejor fitness en iteración 276: 5647.0 Diferencia: -5687.0
Mejor fitness en iteración 277: 5647.0 Diferencia: -5622.0
Mejor fitness en iteración 278: 5647.0 Diferencia: -5668.0
Mejor fitness en iteración 279: 5647.0 Diferencia: -5705.0
Mejor fitness en iteración 280: 5647.0 Diferencia: -5663.0
Mejor fitness en iteración 281: 5647.0 Diferencia: -5640.0
Mejor fitness en iteración 282: 5647.0 Diferencia: -5656.0
Mejor fitness en iteración 283: 5647.0 Diferencia: -5649.0
Mejor fitness en iteración 284: 5647.0 Diferencia: -5614.0
Mejor fitness en iteración 285: 5647.0 Diferencia: -5654.0
Mejor fitness en iteración 286: 5647.0 Diferencia: -5661.0
Mejor fitness en iteración 287: 5647.0 Diferencia: -5642.0
Mejor fitness en iteración 288: 5647.0 Diferencia: -5624.0
Mejor fitness en iteración 289: 5647.0 Diferencia: -5610.0
Mejor fitness en iteración 290: 5647.0 Diferencia: -5652.0
Mejor fitness en iteración 291: 5647.0 Diferencia: -5598.0
Mejor fitness en iteración 292: 5647.0 Diferencia: -5620.0
Mejor fitness en iteración 293: 5647.0 Diferencia: -5621.0
Mejor fitness en iteración 294: 5647.0 Diferencia: -5676.0
Mejor fitness en iteración 295: 5647.0 Diferencia: -5693.0
Mejor fitness en iteración 296: 5647.0 Diferencia: -5714.0
Mejor fitness en iteración 297: 5647.0 Diferencia: -5658.0
Mejor fitness en iteración 298: 5647.0 Diferencia: -5762.0
Mejor fitness en iteración 299: 5647.0 Diferencia: -5703.0
Mejor fitness en iteración 300: 5647.0 Diferencia: -5787.0
Mejor fitness en iteración 301: 5647.0 Diferencia: -5712.0
Mejor fitness en iteración 302: 5647.0 Diferencia: -5695.0
Mejor fitness en iteración 303: 5647.0 Diferencia: -5702.0
Mejor fitness en iteración 304: 5647.0 Diferencia: -5590.0
Mejor fitness en iteración 305: 5647.0 Diferencia: -5620.0
Mejor fitness en iteración 306: 5647.0 Diferencia: -5632.0
Mejor fitness en iteración 307: 5647.0 Diferencia: -5620.0
Mejor fitness en iteración 308: 5647.0 Diferencia: -5623.0
Mejor fitness en iteración 309: 5647.0 Diferencia: -5687.0
Mejor fitness en iteración 310: 5647.0 Diferencia: -5625.0
Mejor fitness en iteración 311: 5647.0 Diferencia: -5660.0
Mejor fitness en iteración 312: 5647.0 Diferencia: -5656.0
Mejor fitness en iteración 313: 5647.0 Diferencia: -5637.0
Mejor fitness en iteración 314: 5647.0 Diferencia: -5718.0
Mejor fitness en iteración 315: 5647.0 Diferencia: -5686.0
Mejor fitness en iteración 316: 5647.0 Diferencia: -5666.0
Mejor fitness en iteración 317: 5647.0 Diferencia: -5710.0
Mejor fitness en iteración 318: 5647.0 Diferencia: -5717.0
Mejor fitness en iteración 319: 5647.0 Diferencia: -5722.0
Mejor fitness en iteración 320: 5647.0 Diferencia: -5682.0
Mejor fitness en iteración 321: 5645.0 Diferencia: -5727.0
Mejor fitness en iteración 322: 5645.0 Diferencia: -5732.0
Mejor fitness en iteración 323: 5645.0 Diferencia: -5714.0
Mejor fitness en iteración 324: 5645.0 Diferencia: -5711.0
Mejor fitness en iteración 325: 5647.0 Diferencia: -5653.0
Mejor fitness en iteración 326: 5647.0 Diferencia: -5696.0
Mejor fitness en iteración 327: 5647.0 Diferencia: -5700.0
Mejor fitness en iteración 328: 5647.0 Diferencia: -5670.0
Mejor fitness en iteración 329: 5647.0 Diferencia: -5618.0
Mejor fitness en iteración 330: 5647.0 Diferencia: -5644.0
Mejor fitness en iteración 331: 5647.0 Diferencia: -5711.0
Mejor fitness en iteración 332: 5647.0 Diferencia: -5772.0
Mejor fitness en iteración 333: 5647.0 Diferencia: -5705.0
Mejor fitness en iteración 334: 5647.0 Diferencia: -5661.0
Mejor fitness en iteración 335: 5647.0 Diferencia: -5678.0
Mejor fitness en iteración 336: 5647.0 Diferencia: -5726.0
Mejor fitness en iteración 337: 5647.0 Diferencia: -5808.0
Mejor fitness en iteración 338: 5647.0 Diferencia: -5723.0
Mejor fitness en iteración 339: 5647.0 Diferencia: -5753.0
Mejor fitness en iteración 340: 5647.0 Diferencia: -5625.0
Mejor fitness en iteración 341: 5647.0 Diferencia: -5651.0
Mejor fitness en iteración 342: 5647.0 Diferencia: -5641.0
Mejor fitness en iteración 343: 5647.0 Diferencia: -5716.0
Mejor fitness en iteración 344: 5647.0 Diferencia: -5679.0
Mejor fitness en iteración 345: 5647.0 Diferencia: -5677.0
Mejor fitness en iteración 346: 5647.0 Diferencia: -5702.0
Mejor fitness en iteración 347: 5642.0 Diferencia: -5609.0
Mejor fitness en iteración 348: 5642.0 Diferencia: -5663.0
Mejor fitness en iteración 349: 5642.0 Diferencia: -5671.0
Mejor fitness en iteración 350: 5642.0 Diferencia: -5757.0
Mejor fitness en iteración 351: 5642.0 Diferencia: -5778.0
Mejor fitness en iteración 352: 5642.0 Diferencia: -5727.0
Mejor fitness en iteración 353: 5642.0 Diferencia: -5789.0
Mejor fitness en iteración 354: 5642.0 Diferencia: -5759.0
Mejor fitness en iteración 355: 5642.0 Diferencia: -5707.0
Mejor fitness en iteración 356: 5642.0 Diferencia: -5711.0
Mejor fitness en iteración 357: 5642.0 Diferencia: -5727.0
Mejor fitness en iteración 358: 5642.0 Diferencia: -5795.0
Mejor fitness en iteración 359: 5642.0 Diferencia: -5797.0
Mejor fitness en iteración 360: 5642.0 Diferencia: -5754.0
Mejor fitness en iteración 361: 5642.0 Diferencia: -5699.0
Mejor fitness en iteración 362: 5642.0 Diferencia: -5697.0
Mejor fitness en iteración 363: 5642.0 Diferencia: -5701.0
Mejor fitness en iteración 364: 5642.0 Diferencia: -5737.0
Mejor fitness en iteración 365: 5642.0 Diferencia: -5809.0
Mejor fitness en iteración 366: 5642.0 Diferencia: -5730.0
Mejor fitness en iteración 367: 5642.0 Diferencia: -5695.0
Mejor fitness en iteración 368: 5642.0 Diferencia: -5655.0
Mejor fitness en iteración 369: 5642.0 Diferencia: -5695.0
Mejor fitness en iteración 370: 5642.0 Diferencia: -5732.0
Mejor fitness en iteración 371: 5642.0 Diferencia: -5689.0
Mejor fitness en iteración 372: 5642.0 Diferencia: -5640.0
Mejor fitness en iteración 373: 5642.0 Diferencia: -5622.0
Mejor fitness en iteración 374: 5642.0 Diferencia: -5601.0
Mejor fitness en iteración 375: 5642.0 Diferencia: -5664.0
Mejor fitness en iteración 376: 5642.0 Diferencia: -5753.0
Mejor fitness en iteración 377: 5642.0 Diferencia: -5770.0
Mejor fitness en iteración 378: 5642.0 Diferencia: -5715.0
Mejor fitness en iteración 379: 5642.0 Diferencia: -5737.0
Mejor fitness en iteración 380: 5642.0 Diferencia: -5695.0
Mejor fitness en iteración 381: 5642.0 Diferencia: -5757.0
Mejor fitness en iteración 382: 5642.0 Diferencia: -5729.0
Mejor fitness en iteración 383: 5642.0 Diferencia: -5718.0
Mejor fitness en iteración 384: 5642.0 Diferencia: -5677.0
Mejor fitness en iteración 385: 5642.0 Diferencia: -5675.0
Mejor fitness en iteración 386: 5642.0 Diferencia: -5683.0
Mejor fitness en iteración 387: 5642.0 Diferencia: -5697.0
Mejor fitness en iteración 388: 5640.0 Diferencia: -5655.0
Mejor fitness en iteración 389: 5640.0 Diferencia: -5659.0
Mejor fitness en iteración 390: 5640.0 Diferencia: -5643.0
Mejor fitness en iteración 391: 5640.0 Diferencia: -5657.0
Mejor fitness en iteración 392: 5640.0 Diferencia: -5678.0
Mejor fitness en iteración 393: 5640.0 Diferencia: -5696.0
Mejor fitness en iteración 394: 5640.0 Diferencia: -5766.0
Mejor fitness en iteración 395: 5640.0 Diferencia: -5675.0
Mejor fitness en iteración 396: 5640.0 Diferencia: -5713.0
Mejor fitness en iteración 397: 5640.0 Diferencia: -5681.0
Mejor fitness en iteración 398: 5640.0 Diferencia: -5698.0
Mejor fitness en iteración 399: 5640.0 Diferencia: -5709.0
Mejor fitness en iteración 400: 5640.0 Diferencia: -5741.0
Mejor fitness en iteración 401: 5640.0 Diferencia: -5716.0
Mejor fitness en iteración 402: 5640.0 Diferencia: -5746.0
Mejor fitness en iteración 403: 5640.0 Diferencia: -5662.0
Mejor fitness en iteración 404: 5640.0 Diferencia: -5701.0
Mejor fitness en iteración 405: 5640.0 Diferencia: -5652.0
Mejor fitness en iteración 406: 5640.0 Diferencia: -5659.0
Mejor fitness en iteración 407: 5640.0 Diferencia: -5699.0
Mejor fitness en iteración 408: 5640.0 Diferencia: -5758.0
Mejor fitness en iteración 409: 5640.0 Diferencia: -5714.0
Mejor fitness en iteración 410: 5640.0 Diferencia: -5741.0
Mejor fitness en iteración 411: 5640.0 Diferencia: -5691.0
Mejor fitness en iteración 412: 5640.0 Diferencia: -5754.0
Mejor fitness en iteración 413: 5640.0 Diferencia: -5692.0
Mejor fitness en iteración 414: 5640.0 Diferencia: -5739.0
Mejor fitness en iteración 415: 5640.0 Diferencia: -5672.0
Mejor fitness en iteración 416: 5640.0 Diferencia: -5844.0
Mejor fitness en iteración 417: 5640.0 Diferencia: -5794.0
Mejor fitness en iteración 418: 5640.0 Diferencia: -5772.0
Mejor fitness en iteración 419: 5640.0 Diferencia: -5770.0
Mejor fitness en iteración 420: 5640.0 Diferencia: -5743.0
Mejor fitness en iteración 421: 5640.0 Diferencia: -5719.0
Mejor fitness en iteración 422: 5640.0 Diferencia: -5748.0
Mejor fitness en iteración 423: 5640.0 Diferencia: -5656.0
Mejor fitness en iteración 424: 5640.0 Diferencia: -5682.0
Mejor fitness en iteración 425: 5640.0 Diferencia: -5721.0
Mejor fitness en iteración 426: 5640.0 Diferencia: -5727.0
Mejor fitness en iteración 427: 5640.0 Diferencia: -5702.0
