Problema: p43.atsp
Configuración utilizada:
Operador de selección: Por Torneo con tamaño de torneo: 2 individuos
Operador de cruce: Cruce de Orden
Operador de mutación: Mutación por Inversión. Probabilidad: 0.4
Selector de sobrevivientes: Steady State con reemplazo de 380
Cantidad de iteraciones: 30000
Fitness mejor solución:    5622.0
Costo promedio (Población): 7003.89
Tiempo total de ejecución: 21313.0 ms
Tiempo promedio por generación: 0.71 ms

Evolución del Fitness en el tiempoMejor fitness en iteración 1: 11787.0 Diferencia: -16368.0
Mejor fitness en iteración 2: 11787.0 Diferencia: -16336.0
Mejor fitness en iteración 3: 11680.0 Diferencia: -16221.0
Mejor fitness en iteración 4: 11680.0 Diferencia: -11272.0
Mejor fitness en iteración 5: 11593.0 Diferencia: -11237.0
Mejor fitness en iteración 6: 11537.0 Diferencia: -11176.0
Mejor fitness en iteración 7: 6518.0 Diferencia: -16165.0
Mejor fitness en iteración 8: 6323.0 Diferencia: -16226.0
Mejor fitness en iteración 9: 6323.0 Diferencia: -16071.0
Mejor fitness en iteración 10: 6310.0 Diferencia: -11053.0
Mejor fitness en iteración 11: 6239.0 Diferencia: -11200.0
Mejor fitness en iteración 12: 6144.0 Diferencia: -11097.0
Mejor fitness en iteración 13: 6144.0 Diferencia: -11105.0
Mejor fitness en iteración 14: 6132.0 Diferencia: -10928.0
Mejor fitness en iteración 15: 6121.0 Diferencia: -5956.0
Mejor fitness en iteración 16: 5984.0 Diferencia: -6056.0
Mejor fitness en iteración 17: 6037.0 Diferencia: -5886.0
Mejor fitness en iteración 18: 6034.0 Diferencia: -5960.0
Mejor fitness en iteración 19: 6022.0 Diferencia: -5876.0
Mejor fitness en iteración 20: 6022.0 Diferencia: -5965.0
Mejor fitness en iteración 21: 6018.0 Diferencia: -5863.0
Mejor fitness en iteración 22: 5999.0 Diferencia: -5850.0
Mejor fitness en iteración 23: 5964.0 Diferencia: -5815.0
Mejor fitness en iteración 24: 5964.0 Diferencia: -5772.0
Mejor fitness en iteración 25: 5962.0 Diferencia: -5870.0
Mejor fitness en iteración 26: 5948.0 Diferencia: -5808.0
Mejor fitness en iteración 27: 5944.0 Diferencia: -5840.0
Mejor fitness en iteración 28: 5959.0 Diferencia: -5824.0
Mejor fitness en iteración 29: 5923.0 Diferencia: -6023.0
Mejor fitness en iteración 30: 5923.0 Diferencia: -5941.0
Mejor fitness en iteración 31: 5923.0 Diferencia: -5899.0
Mejor fitness en iteración 32: 5871.0 Diferencia: -5896.0
Mejor fitness en iteración 33: 5871.0 Diferencia: -5874.0
Mejor fitness en iteración 34: 5885.0 Diferencia: -6009.0
Mejor fitness en iteración 35: 5876.0 Diferencia: -5913.0
Mejor fitness en iteración 36: 5866.0 Diferencia: -5843.0
Mejor fitness en iteración 37: 5861.0 Diferencia: -5822.0
Mejor fitness en iteración 38: 5861.0 Diferencia: -5778.0
Mejor fitness en iteración 39: 5840.0 Diferencia: -5843.0
Mejor fitness en iteración 40: 5840.0 Diferencia: -5859.0
