Problema: p43.atsp
Configuración utilizada:
Operador de selección: Por Torneo con tamaño de torneo: 2 individuos
Operador de cruce: Cruce de arcos
Operador de mutación: Mutación por Inversión. Probabilidad: 0.3
Selector de sobrevivientes: Por Torneo con tamaño de torneo: 4 individuos
Fitness mejor solución:    5624.0
Costo promedio (Población): 5625,20
Tiempo total de ejecución: 785.0 ms
Tiempo promedio por generación: 0,79 ms

Evolución del Fitness en el tiempoMejor fitness en iteración 1: 17133.0 Diferencia: -5774.0
Mejor fitness en iteración 2: 11839.0 Diferencia: -10599.0
Mejor fitness en iteración 3: 11676.0 Diferencia: -5459.0
Mejor fitness en iteración 4: 11561.0 Diferencia: -5464.0
Mejor fitness en iteración 5: 11498.0 Diferencia: -334.0
Mejor fitness en iteración 6: 6237.0 Diferencia: -5379.0
Mejor fitness en iteración 7: 6201.0 Diferencia: -5360.0
Mejor fitness en iteración 8: 6145.0 Diferencia: -5354.0
Mejor fitness en iteración 9: 6176.0 Diferencia: -41.0
Mejor fitness en iteración 10: 6125.0 Diferencia: -73.0
Mejor fitness en iteración 11: 6125.0 Diferencia: -67.0
Mejor fitness en iteración 12: 6113.0 Diferencia: -57.0
Mejor fitness en iteración 13: 6032.0 Diferencia: -95.0
Mejor fitness en iteración 14: 6032.0 Diferencia: -87.0
Mejor fitness en iteración 15: 5995.0 Diferencia: -102.0
Mejor fitness en iteración 16: 5995.0 Diferencia: -45.0
Mejor fitness en iteración 17: 5969.0 Diferencia: -40.0
Mejor fitness en iteración 18: 5969.0 Diferencia: -26.0
Mejor fitness en iteración 19: 5959.0 Diferencia: -29.0
Mejor fitness en iteración 20: 5949.0 Diferencia: -36.0
Mejor fitness en iteración 21: 5949.0 Diferencia: -20.0
Mejor fitness en iteración 22: 5938.0 Diferencia: -21.0
Mejor fitness en iteración 23: 5931.0 Diferencia: -18.0
Mejor fitness en iteración 24: 5921.0 Diferencia: -22.0
Mejor fitness en iteración 25: 5915.0 Diferencia: -24.0
Mejor fitness en iteración 26: 5915.0 Diferencia: -6.0
Mejor fitness en iteración 27: 5915.0 Diferencia: -6.0
Mejor fitness en iteración 28: 5911.0 Diferencia: -10.0
Mejor fitness en iteración 29: 5909.0 Diferencia: -12.0
Mejor fitness en iteración 30: 5899.0 Diferencia: -16.0
Mejor fitness en iteración 31: 5899.0 Diferencia: -12.0
Mejor fitness en iteración 32: 5899.0 Diferencia: -6.0
Mejor fitness en iteración 33: 5885.0 Diferencia: -20.0
Mejor fitness en iteración 34: 5879.0 Diferencia: -20.0
Mejor fitness en iteración 35: 5868.0 Diferencia: -31.0
Mejor fitness en iteración 36: 5868.0 Diferencia: -17.0
Mejor fitness en iteración 37: 5868.0 Diferencia: -11.0
Mejor fitness en iteración 38: 5868.0 Diferencia: 0.0
Mejor fitness en iteración 39: 5852.0 Diferencia: -16.0
Mejor fitness en iteración 40: 5852.0 Diferencia: -16.0
Mejor fitness en iteración 41: 5846.0 Diferencia: -21.0
Mejor fitness en iteración 42: 5844.0 Diferencia: -8.0
Mejor fitness en iteración 43: 5844.0 Diferencia: -7.0
Mejor fitness en iteración 44: 5842.0 Diferencia: -4.0
Mejor fitness en iteración 45: 5820.0 Diferencia: -24.0
Mejor fitness en iteración 46: 5820.0 Diferencia: -22.0
Mejor fitness en iteración 47: 5787.0 Diferencia: -33.0
Mejor fitness en iteración 48: 5787.0 Diferencia: -33.0
Mejor fitness en iteración 49: 5787.0 Diferencia: -31.0
Mejor fitness en iteración 50: 5779.0 Diferencia: -8.0
Mejor fitness en iteración 51: 5780.0 Diferencia: -7.0
Mejor fitness en iteración 52: 5780.0 Diferencia: -7.0
Mejor fitness en iteración 53: 5780.0 Diferencia: 0.0
Mejor fitness en iteración 54: 5763.0 Diferencia: -17.0
Mejor fitness en iteración 55: 5763.0 Diferencia: -17.0
Mejor fitness en iteración 56: 5761.0 Diferencia: -19.0
Mejor fitness en iteración 57: 5761.0 Diferencia: -2.0
Mejor fitness en iteración 58: 5761.0 Diferencia: -2.0
Mejor fitness en iteración 59: 5749.0 Diferencia: -12.0
Mejor fitness en iteración 60: 5749.0 Diferencia: -12.0
Mejor fitness en iteración 61: 5749.0 Diferencia: -11.0
Mejor fitness en iteración 62: 5743.0 Diferencia: -6.0
Mejor fitness en iteración 63: 5743.0 Diferencia: -6.0
Mejor fitness en iteración 64: 5743.0 Diferencia: -6.0
Mejor fitness en iteración 65: 5743.0 Diferencia: 0.0
Mejor fitness en iteración 66: 5743.0 Diferencia: 0.0
Mejor fitness en iteración 67: 5743.0 Diferencia: 0.0
Mejor fitness en iteración 68: 5743.0 Diferencia: 0.0
